Campaign ID,Campaign,Ad group ID,Ad group,Keyword ID,Keyword,Clicks,Cost,Impressions
139576218,Custom_In Stock Items,8240830338,Custom_In Stock Items_skinmedica_skinmedica physical defense,61764844698,skinmedica physical defense,0,0,0
139576218,Custom_In Stock Items,8240830338,Custom_In Stock Items_skinmedica_skinmedica physical defense,61764850578,skinmedica physical defense,0,0,0
139576218,Custom_In Stock Items,8240830338,Custom_In Stock Items_skinmedica_skinmedica physical defense,61764856218,skinmedica physical defense,0,0,0
139576218,Custom_In Stock Items,8240830458,Custom_In Stock Items_skinmedica_skinmedica skin polisher,3523858242,skinmedica skin polisher,0,0,0
139576218,Custom_In Stock Items,8240830458,Custom_In Stock Items_skinmedica_skinmedica skin polisher,4925177723,skinmedica skin polisher,0,0,3
139576218,Custom_In Stock Items,8240830458,Custom_In Stock Items_skinmedica_skinmedica skin polisher,4925184863,skinmedica skin polisher,0,0,0
139576218,Custom_In Stock Items,8240830578,Custom_In Stock Items_skinmedica_skinmedica vitamin c e complex,19925150314,skinmedica vitamin c e complex,0,0,0
139576218,Custom_In Stock Items,8240830578,Custom_In Stock Items_skinmedica_skinmedica vitamin c e complex,20207198587,skinmedica vitamin c e complex,0,0,0
139576218,Custom_In Stock Items,8240830578,Custom_In Stock Items_skinmedica_skinmedica vitamin c e complex,20207198707,skinmedica vitamin c e complex,0,0,0
139576218,Custom_In Stock Items,8240830698,Custom_In Stock Items_skinmedica_skinmedica vitamin c complex,486987062,skinmedica vitamin c complex,0,0,2
